"Profile 1";"Profile 2";"Score"
"25|1|A";"28|1|B";0,455565
"34|1|A";"43|1|B";0,455804
"16|1|B";"17|2|B";0,455806
"7|2|B";"36|2|A";0,455939
"22|1|A";"28|1|B";0,456154
"7|2|B";"22|2|B";0,456414
"3|1|B";"37|2|A";0,456452
"3|2|A";"44|2|B";0,45689
"25|1|A";"32|2|A";0,45711
"3|2|A";"10|1|A";0,457227
"32|1|B";"43|1|B";0,457751
"2|2|B";"4|2|B";0,457779
"20|2|B";"44|1|A";0,457823
"24|2|A";"42|1|A";0,458266
"27|1|A";"33|1|B";0,458972
"7|2|B";"38|2|B";0,459543
"14|1|A";"36|1|B";0,459629
"3|1|B";"18|1|B";0,459659
"1|2|A";"29|1|A";0,459671
"38|2|B";"40|2|B";0,459703
"21|1|B";"24|1|B";0,459756
"12|2|A";"42|1|A";0,45986
"14|2|B";"18|2|A";0,460053
"43|1|B";"44|1|A";0,460786
"4|2|B";"10|1|A";0,460878
"3|2|A";"12|2|A";0,46105
"18|1|B";"28|1|B";0,461076
"3|1|B";"25|1|A";0,461251
"3|1|B";"35|1|A";0,46148
"25|1|A";"39|1|B";0,461584
"10|2|B";"21|2|A";0,461704
"2|2|B";"29|1|A";0,46177
"12|2|A";"25|1|A";0,462015
"9|1|B";"13|2|A";0,462023
"10|1|A";"44|1|A";0,462138
"15|2|B";"41|1|B";0,462191
"16|1|B";"26|1|B";0,462192
"7|1|A";"22|1|A";0,462206
"36|1|B";"38|1|A";0,462249
"22|2|B";"30|2|A";0,462355
"17|1|A";"32|2|A";0,462537
"16|2|A";"29|1|A";0,462697
"27|2|B";"30|2|A";0,46279
"18|1|B";"20|2|B";0,462837
"38|2|B";"44|1|A";0,462953
"29|2|B";"38|2|B";0,463123
"34|1|A";"35|2|B";0,463191
"20|2|B";"22|1|A";0,463317
"13|2|A";"16|1|B";0,463342
"30|1|B";"40|2|B";0,463379
"2|1|A";"12|2|A";0,463616
"6|1|B";"43|1|B";0,46377
"6|1|B";"31|2|B";0,463866
"6|2|A";"20|1|A";0,463892
"16|1|B";"35|2|B";0,464234
"27|2|B";"30|1|B";0,46446
"5|1|A";"17|2|B";0,464527
"42|1|A";"43|1|B";0,464751
"13|2|A";"18|2|A";0,46499
"10|1|A";"36|2|A";0,464991
"9|2|A";"34|1|A";0,465051
"3|1|B";"20|1|A";0,465181
"25|2|B";"28|1|B";0,465208
"7|2|B";"16|2|A";0,465442
"17|1|A";"29|1|A";0,465447
"3|1|B";"39|2|A";0,465459
"31|2|B";"32|2|A";0,465617
"12|2|A";"43|2|A";0,465891
"19|2|A";"29|1|A";0,465949
"12|2|A";"40|2|B";0,465981
"20|1|A";"42|2|B";0,465985
"1|1|B";"21|2|A";0,466234
"10|2|B";"44|2|B";0,466243
"11|2|B";"22|2|B";0,466462
"11|1|A";"22|2|B";0,466547
"32|1|B";"33|2|A";0,466638
"28|1|B";"43|1|B";0,466768
"9|1|B";"39|1|B";0,467066
"28|1|B";"32|2|A";0,467698
"22|1|A";"25|1|A";0,467714
"35|1|A";"40|2|B";0,467797
"14|2|B";"21|1|B";0,467829
"37|1|B";"39|1|B";0,467987
"20|2|B";"34|1|A";0,46889
"9|2|A";"28|2|A";0,469074
"22|2|B";"32|1|B";0,469109
"22|1|A";"32|2|A";0,469472
"30|2|A";"43|1|B";0,469641
"6|1|B";"25|1|A";0,469718
"20|1|A";"31|2|B";0,469751
"14|2|B";"18|1|B";0,469937
"25|2|B";"34|1|A";0,470041
"4|2|B";"7|2|B";0,470339
"4|2|B";"24|2|A";0,470813
"2|2|B";"12|2|A";0,470872
"16|1|B";"43|2|A";0,470887
"2|1|A";"4|2|B";0,471251
"8|1|B";"43|1|B";0,471347
"3|1|B";"15|2|B";0,471748
"22|1|A";"40|1|A";0,471751
"4|1|A";"28|1|B";0,473469
"8|1|B";"22|2|B";0,473503
"5|1|A";"7|1|A";0,473564
"22|1|A";"25|2|B";0,473571
"15|1|A";"19|2|A";0,474104
"31|2|B";"40|1|A";0,474164
"16|1|B";"29|1|A";0,4745
"2|2|B";"7|1|A";0,474511
"12|2|A";"16|2|A";0,475039
"14|1|A";"42|2|B";0,475577
"4|2|B";"34|1|A";0,475606
"4|2|B";"44|1|A";0,475629
"3|1|B";"43|1|B";0,476183
"24|2|A";"36|1|B";0,476797
"1|2|A";"8|2|A";0,476925
"1|2|A";"7|1|A";0,477493
"28|1|B";"30|1|B";0,47754
"19|1|B";"33|1|B";0,47779
"1|1|B";"16|2|A";0,478063
"22|2|B";"40|1|A";0,478305
"18|2|A";"22|1|A";0,478405
"28|1|B";"30|2|A";0,478669
"9|2|A";"24|2|A";0,478889
"16|1|B";"32|1|B";0,479022
"1|1|B";"3|2|A";0,479092
"11|1|A";"23|2|B";0,479104
"24|1|B";"30|2|A";0,479146
"1|2|A";"15|1|A";0,479245
"1|2|A";"44|1|A";0,479672
"24|2|A";"31|1|A";0,480114
"28|1|B";"37|1|B";0,480205
"7|2|B";"24|1|B";0,480993
"38|1|A";"42|2|B";0,481051
"29|2|B";"40|2|B";0,481073
"8|1|B";"35|1|A";0,481177
"1|2|A";"4|2|B";0,481466
"4|2|B";"25|1|A";0,481705
"31|1|A";"38|1|A";0,481753
"16|2|A";"38|2|B";0,481867
"26|2|A";"43|2|A";0,481893
"34|1|A";"42|1|A";0,482016
"38|1|A";"44|2|B";0,482134
"20|1|A";"35|2|B";0,48217
"9|2|A";"16|1|B";0,482538
"34|1|A";"40|1|A";0,482591
"7|2|B";"30|1|B";0,483125
"15|1|A";"16|2|A";0,483143
"22|2|B";"26|1|B";0,483281
"4|2|B";"39|2|A";0,48329
"4|2|B";"5|1|A";0,483351
"4|1|A";"14|2|B";0,483523
"14|1|A";"44|1|A";0,483602
"22|1|A";"35|2|B";0,484018
"31|2|B";"39|1|B";0,484337
"18|2|A";"22|2|B";0,484539
"4|2|B";"43|2|A";0,484575
"20|2|B";"24|2|A";0,484583
"1|2|A";"6|1|B";0,484687
"21|1|B";"28|2|A";0,485261
"13|1|B";"30|2|A";0,485472
"14|1|A";"23|2|B";0,486174
"1|2|A";"44|2|B";0,486217
"26|1|B";"28|1|B";0,486394
"36|1|B";"44|1|A";0,486615
"10|2|B";"19|1|B";0,486697
"11|2|B";"42|2|B";0,487088
"8|2|A";"38|1|A";0,487159
"1|2|A";"14|2|B";0,487228
"3|2|A";"30|2|A";0,487575
"1|2|A";"20|1|A";0,487607
"20|2|B";"33|2|A";0,487698
"36|2|A";"44|1|A";0,487773
"17|1|A";"18|1|B";0,487787
"3|1|B";"38|1|A";0,487816
"5|1|A";"26|2|A";0,48825
"14|1|A";"25|2|B";0,488481
"11|2|B";"23|2|B";0,488658
"8|1|B";"16|1|B";0,488962
"17|1|A";"35|1|A";0,489389
"1|1|B";"44|1|A";0,489625
"25|1|A";"40|1|A";0,489672
"16|1|B";"32|2|A";0,489869
"20|2|B";"25|1|A";0,49011
"3|2|A";"6|1|B";0,490288
"8|1|B";"41|1|B";0,490364
"29|1|A";"29|2|B";0,490378
"35|1|A";"43|2|A";0,490512
"27|2|B";"44|2|B";0,49076
"3|1|B";"29|1|A";0,490913
"25|1|A";"43|1|B";0,490986
"5|1|A";"29|1|A";0,491058
"4|1|A";"6|1|B";0,491099
"31|1|A";"35|1|A";0,491126
"6|1|B";"21|1|B";0,491237
"21|1|B";"32|1|B";0,491347
"18|2|A";"26|1|B";0,491573
"19|1|B";"41|2|A";0,491844
"22|2|B";"25|1|A";0,492088
"35|2|B";"38|1|A";0,49262
"11|2|B";"25|1|A";0,492941
"24|1|B";"33|2|A";0,493336
"31|1|A";"44|1|A";0,493408
"6|2|A";"18|1|B";0,493888
"8|2|A";"10|2|B";0,49391
"11|2|B";"39|2|A";0,494258
"3|1|B";"16|1|B";0,494427
"20|1|A";"32|1|B";0,49453
"6|2|A";"24|1|B";0,494803
"2|1|A";"24|1|B";0,494836
"13|2|A";"34|1|A";0,495232
"16|1|B";"36|1|B";0,495328
"25|1|A";"33|2|A";0,495363
"6|1|B";"16|2|A";0,495776
"1|1|B";"1|2|A";0,49598
"3|1|B";"27|2|B";0,496215
"26|1|B";"28|2|A";0,496273
"20|2|B";"42|2|B";0,496413
"7|2|B";"20|1|A";0,496421
"22|1|A";"26|2|A";0,496524
"27|1|A";"38|2|B";0,496567
"16|2|A";"44|1|A";0,496738
"1|2|A";"10|1|A";0,496946
"26|2|A";"31|2|B";0,496996
"25|2|B";"27|2|B";0,497077
"21|1|B";"28|1|B";0,497679
"18|2|A";"23|2|B";0,498068
"22|1|A";"42|1|A";0,498096
"32|1|B";"38|1|A";0,498119
"20|2|B";"27|2|B";0,49832
"7|1|A";"10|1|A";0,498379
"30|2|A";"38|1|A";0,498483
"4|1|A";"35|1|A";0,498516
"11|1|A";"43|1|B";0,498576
"7|1|A";"39|2|A";0,499254
"2|1|A";"19|2|A";0,499526
"3|2|A";"7|1|A";0,500022
"16|1|B";"31|1|A";0,500304
"16|1|B";"42|1|A";0,500397
"29|2|B";"41|1|B";0,500554
"8|1|B";"20|1|A";0,500629
"14|1|A";"24|1|B";0,500703
"1|2|A";"43|1|B";0,501009
"16|1|B";"30|2|A";0,501211
"26|1|B";"42|1|A";0,501292
"28|1|B";"31|2|B";0,501318
"18|2|A";"21|1|B";0,501651
"25|2|B";"30|1|B";0,501668
"8|1|B";"39|2|A";0,50167
"20|2|B";"36|2|A";0,502077
"34|1|A";"36|1|B";0,502654
"11|2|B";"16|1|B";0,502831
"31|2|B";"38|1|A";0,502845
"1|2|A";"23|2|B";0,503537
"25|1|A";"36|2|A";0,503695
"40|1|A";"42|2|B";0,503708
"17|1|A";"26|2|A";0,503739
"23|2|B";"39|1|B";0,503884
"5|1|A";"9|2|A";0,504189
"20|1|A";"36|1|B";0,504527
"4|1|A";"24|1|B";0,504784
"24|2|A";"32|1|B";0,504953
"16|1|B";"26|2|A";0,50508
"16|2|A";"43|1|B";0,505238
"8|1|B";"38|1|A";0,505266
"1|2|A";"29|2|B";0,505352
"10|1|A";"16|2|A";0,505549
"4|2|B";"11|1|A";0,505634
"25|2|B";"44|1|A";0,505721
"8|1|B";"34|1|A";0,505876
"12|2|A";"44|1|A";0,506252
"9|1|B";"18|1|B";0,506392
"8|2|A";"29|2|B";0,506461
"8|2|A";"44|2|B";0,507287
"13|2|A";"28|2|A";0,50804
"22|1|A";"32|1|B";0,508478
"16|1|B";"38|1|A";0,508685
"10|1|A";"35|2|B";0,508707
"24|2|A";"25|2|B";0,509014
"25|1|A";"35|1|A";0,509905
"31|1|A";"32|2|A";0,509923
"27|2|B";"38|1|A";0,510003
"13|2|A";"40|1|A";0,510307
"11|1|A";"32|1|B";0,510528
"31|1|A";"34|1|A";0,510533
"3|2|A";"43|1|B";0,510556
"11|2|B";"17|1|A";0,510834
"21|1|B";"25|1|A";0,510986
"12|2|A";"29|1|A";0,511037
"7|2|B";"23|2|B";0,511323
"10|1|A";"12|2|A";0,511422
"22|1|A";"31|1|A";0,51158
"8|2|A";"20|2|B";0,51168
"17|1|A";"20|1|A";0,512023
"9|1|B";"28|2|A";0,512051
"26|1|B";"31|1|A";0,51239
"15|2|B";"21|2|A";0,512599
"14|2|B";"43|2|A";0,512716
"8|1|B";"44|1|A";0,513063
"18|2|A";"29|1|A";0,513462
"35|1|A";"36|1|B";0,513502
"35|1|A";"35|2|B";0,513522
"22|1|A";"30|2|A";0,513587
"16|2|A";"20|2|B";0,513633
"14|2|B";"36|2|A";0,513852
"14|1|A";"44|2|B";0,513966
"22|2|B";"40|2|B";0,514022
"13|2|A";"24|2|A";0,514282
"3|1|B";"8|2|A";0,514438
"2|1|A";"44|2|B";0,514498
"6|2|A";"9|1|B";0,514898
"33|2|A";"38|1|A";0,515042
"11|2|B";"36|1|B";0,515348
"29|2|B";"30|2|A";0,515567
"9|2|A";"37|2|A";0,515728
"11|2|B";"14|2|B";0,515855
"16|2|A";"44|2|B";0,515878
"22|1|A";"36|1|B";0,515916
"13|1|B";"41|1|B";0,51618
"24|1|B";"28|1|B";0,516466
"1|2|A";"3|1|B";0,51662
"30|2|A";"34|1|A";0,516633
"3|2|A";"4|2|B";0,516901
"8|1|B";"25|1|A";0,516912
"25|1|A";"26|2|A";0,517038
"23|2|B";"28|1|B";0,51711
"15|2|B";"30|1|B";0,517195
"2|1|A";"20|1|A";0,517244
"4|1|A";"20|1|A";0,517314
"7|1|A";"43|2|A";0,518024
"1|2|A";"20|2|B";0,51813
"28|2|A";"39|2|A";0,518313
"8|1|B";"28|1|B";0,51834
"23|2|B";"40|2|B";0,518419
"24|1|B";"29|1|A";0,518439
"4|1|A";"20|2|B";0,518446
"33|1|B";"41|2|A";0,518711
"7|1|A";"29|1|A";0,519066
"13|1|B";"25|2|B";0,519159
"19|2|A";"38|2|B";0,519434
"3|1|B";"14|2|B";0,519532
"37|2|A";"40|1|A";0,519659
"1|1|B";"8|2|A";0,519757
"7|1|A";"16|2|A";0,520049
"28|2|A";"43|2|A";0,52006
"6|2|A";"35|1|A";0,52036
"35|1|A";"42|1|A";0,521113
"33|2|A";"39|2|A";0,522132
"5|1|A";"13|2|A";0,522144
"7|1|A";"11|1|A";0,522461
"20|1|A";"30|2|A";0,522528
"20|1|A";"33|2|A";0,522686
"9|2|A";"24|1|B";0,522821
"5|1|A";"38|1|A";0,522834
"20|1|A";"31|1|A";0,522888
"3|1|B";"41|1|B";0,522895
"15|1|A";"41|1|B";0,523231
"33|2|A";"36|2|A";0,523297
"28|1|B";"35|1|A";0,523311
"8|1|B";"12|2|A";0,523456
"25|1|A";"26|1|B";0,523458
"9|2|A";"35|1|A";0,523814
"6|1|B";"8|1|B";0,524266
"30|2|A";"39|2|A";0,524307
"7|1|A";"40|2|B";0,524427
"3|1|B";"22|2|B";0,524575
"3|2|A";"8|1|B";0,524866
"27|2|B";"40|1|A";0,524896
"14|1|A";"35|1|A";0,524924
"7|2|B";"10|2|B";0,524957
"14|2|B";"33|2|A";0,525012
"11|2|B";"28|1|B";0,525069
"12|2|A";"17|1|A";0,525297
"21|1|B";"40|1|A";0,525705
"14|1|A";"31|1|A";0,525725
"6|1|B";"26|2|A";0,525793
"32|1|B";"34|1|A";0,526431
"11|1|A";"12|2|A";0,526436
"18|2|A";"43|2|A";0,526492
"24|1|B";"39|1|B";0,526562
"6|2|A";"12|2|A";0,526625
"2|1|A";"35|1|A";0,526825
"24|1|B";"43|2|A";0,526913
"4|2|B";"40|2|B";0,526934
"25|1|A";"43|2|A";0,527365
"20|2|B";"29|2|B";0,527469
"38|1|A";"39|2|A";0,527634
"1|2|A";"15|2|B";0,527657
"5|1|A";"28|2|A";0,527676
"26|2|A";"33|2|A";0,528034
"8|1|B";"22|1|A";0,528073
"12|2|A";"30|2|A";0,52844
"7|2|B";"31|2|B";0,528636
"4|1|A";"35|2|B";0,52897
"1|1|B";"29|2|B";0,530033
"6|1|B";"42|2|B";0,53041
"2|1|A";"40|1|A";0,530516
"36|2|A";"43|2|A";0,530527
"29|1|A";"39|2|A";0,530618
"15|2|B";"29|2|B";0,530654
"1|2|A";"14|1|A";0,531053
"3|1|B";"16|2|A";0,531234
"37|2|A";"39|1|B";0,531503
"15|2|B";"30|2|A";0,531525
"1|1|B";"30|2|A";0,531632
"8|2|A";"43|1|B";0,532
"4|2|B";"16|2|A";0,532051
"35|2|B";"44|1|A";0,532212
"32|1|B";"43|2|A";0,532266
"13|2|A";"25|1|A";0,53246
"12|1|B";"27|1|A";0,532468
"4|1|A";"39|1|B";0,532879
"10|1|A";"35|1|A";0,533133
"40|1|A";"44|1|A";0,533193
"14|1|A";"14|2|B";0,533359
"8|1|B";"23|2|B";0,533445
"16|2|A";"30|2|A";0,53347
"22|2|B";"32|2|A";0,533585
"19|1|B";"41|1|B";0,533702
"24|1|B";"35|2|B";0,533777
"16|1|B";"18|1|B";0,534239
"19|2|A";"23|1|A";0,534241
"3|1|B";"12|2|A";0,534309
"36|2|A";"42|2|B";0,534733
"6|1|B";"32|2|A";0,535328
"2|2|B";"19|2|A";0,535476
"7|2|B";"29|2|B";0,535504
"10|1|A";"24|1|B";0,535761
"6|1|B";"30|2|A";0,536484
"26|2|A";"39|1|B";0,536514
"6|1|B";"11|2|B";0,536746
"1|2|A";"5|1|A";0,53696
"15|2|B";"40|2|B";0,536977
"35|1|A";"39|1|B";0,537247
"24|1|B";"31|1|A";0,537338
"4|1|A";"43|1|B";0,537458
"26|1|B";"42|2|B";0,537516
"17|1|A";"22|1|A";0,537904
"5|1|A";"11|1|A";0,538236
"35|1|A";"44|1|A";0,538536
"13|1|B";"20|2|B";0,538619
"16|1|B";"36|2|A";0,538644
"29|1|A";"34|1|A";0,538676
"22|2|B";"36|2|A";0,538821
"13|1|B";"39|1|B";0,53896
"17|1|A";"25|2|B";0,539321
"38|2|B";"41|1|B";0,53936
"13|1|B";"40|1|A";0,539395
"6|1|B";"26|1|B";0,539423
"10|1|A";"40|1|A";0,539442
"14|2|B";"16|2|A";0,539474
"2|1|A";"25|2|B";0,539841
"20|2|B";"43|2|A";0,540063
"1|1|B";"20|2|B";0,540189
"15|2|B";"38|2|B";0,540359
"17|1|A";"23|2|B";0,541082
"20|2|B";"31|1|A";0,541119
"20|1|A";"40|2|B";0,541208
"32|1|B";"35|1|A";0,541295
"1|2|A";"39|2|A";0,541633
"21|1|B";"38|1|A";0,541648
"18|1|B";"25|1|A";0,542175
"34|1|A";"37|1|B";0,542764
"4|2|B";"6|1|B";0,543252
"3|2|A";"23|2|B";0,543539
"24|1|B";"36|1|B";0,543641
"6|1|B";"7|1|A";0,543665
"3|1|B";"34|1|A";0,543955
"3|2|A";"14|2|B";0,544317
"17|2|B";"24|1|B";0,544325
"17|1|A";"26|1|B";0,544369
"14|2|B";"26|1|B";0,544496
"14|2|B";"26|2|A";0,544662
"13|1|B";"28|1|B";0,544951
"27|2|B";"29|2|B";0,544988
"21|1|B";"39|1|B";0,545158
"14|2|B";"32|2|A";0,545163
"16|1|B";"28|2|A";0,545315
"8|2|A";"36|2|A";0,545694
"17|1|A";"36|2|A";0,545831
"2|1|A";"40|2|B";0,547288
"2|2|B";"40|2|B";0,547855
"29|2|B";"30|1|B";0,547896
"20|2|B";"30|1|B";0,548086
"38|2|B";"44|2|B";0,548243
"23|2|B";"26|1|B";0,548347
"24|1|B";"32|1|B";0,548497
"20|1|A";"39|1|B";0,549011
"3|1|B";"44|1|A";0,549249
"22|2|B";"44|1|A";0,54934
"22|2|B";"26|2|A";0,549521
"1|2|A";"30|2|A";0,549531
"37|1|B";"43|2|A";0,549575
"1|1|B";"38|1|A";0,549804
"18|1|B";"18|2|A";0,550027
"2|1|A";"7|2|B";0,550272
"6|2|A";"29|1|A";0,550326
"8|1|B";"14|2|B";0,550557
"1|2|A";"19|2|A";0,550954
"25|1|A";"37|1|B";0,551268
"16|2|A";"21|2|A";0,551388
"24|2|A";"37|1|B";0,551452
"25|1|A";"42|1|A";0,551621
"20|1|A";"28|1|B";0,551757
"23|2|B";"30|2|A";0,551862
"3|1|B";"24|2|A";0,552086
"8|1|B";"24|2|A";0,55214
"15|2|B";"19|1|B";0,552199
"21|1|B";"25|2|B";0,552472
"32|2|A";"39|1|B";0,55248
"39|2|A";"43|2|A";0,552544
"17|1|A";"22|2|B";0,55295
"17|2|B";"22|1|A";0,553155
"3|2|A";"38|2|B";0,553229
"13|2|A";"15|1|A";0,553356
"6|2|A";"40|1|A";0,553534
"16|2|A";"39|2|A";0,553585
"8|1|B";"38|2|B";0,553683
"29|1|A";"38|1|A";0,553902
"30|1|B";"38|2|B";0,554114
"8|1|B";"21|2|A";0,55431
"13|1|B";"40|2|B";0,554454
"23|1|A";"38|2|B";0,554752
"3|2|A";"31|2|B";0,555008
"39|1|B";"42|2|B";0,555553
"14|2|B";"42|1|A";0,555737
"18|2|A";"31|2|B";0,555853
"30|1|B";"40|1|A";0,5559
"32|1|B";"44|2|B";0,55628
"6|1|B";"38|1|A";0,556285
"20|2|B";"44|2|B";0,556331
"29|2|B";"38|1|A";0,556506
"10|2|B";"15|2|B";0,556745
"22|1|A";"28|2|A";0,556756
"17|1|A";"40|1|A";0,557069
"10|1|A";"40|2|B";0,557498
"28|1|B";"42|2|B";0,55753
"3|2|A";"19|2|A";0,557991
"25|2|B";"41|1|B";0,558034
"11|1|A";"24|2|A";0,558148
"28|2|A";"31|2|B";0,558303
"36|2|A";"42|1|A";0,558337
"15|2|B";"19|2|A";0,558915
"9|1|B";"37|1|B";0,558952
"9|2|A";"37|1|B";0,559079
"2|2|B";"20|1|A";0,559327
"12|2|A";"13|2|A";0,559495
"4|1|A";"12|2|A";0,559533
"28|2|A";"42|1|A";0,559657
"16|2|A";"22|1|A";0,559812
"6|2|A";"25|2|B";0,559989
"2|2|B";"35|2|B";0,559993
"17|2|B";"37|2|A";0,560014
"8|2|A";"33|1|B";0,56011
"3|1|B";"15|1|A";0,560809
"14|2|B";"35|2|B";0,56082
"18|1|B";"34|1|A";0,560824
"2|1|A";"43|1|B";0,561017
"3|1|B";"6|2|A";0,562041
"4|1|A";"25|2|B";0,562291
"5|1|A";"8|1|B";0,56237
"2|1|A";"5|1|A";0,562596
"18|2|A";"20|1|A";0,562663
"15|1|A";"27|2|B";0,562729
"16|2|A";"41|1|B";0,562948
"14|2|B";"29|1|A";0,563047
"18|2|A";"42|2|B";0,563151
"16|2|A";"23|2|B";0,563187
"20|1|A";"29|2|B";0,563244
"27|2|B";"43|1|B";0,563519
"38|1|A";"43|2|A";0,563559
"10|1|A";"36|1|B";0,56356
"28|1|B";"40|1|A";0,563576
"30|2|A";"38|2|B";0,564306
"9|1|B";"18|2|A";0,564421
"13|2|A";"20|2|B";0,564426
"8|2|A";"20|1|A";0,565016
"5|1|A";"35|2|B";0,565188
"7|2|B";"21|1|B";0,565252
"19|1|B";"29|2|B";0,565258
"2|1|A";"29|2|B";0,565494
"29|2|B";"44|1|A";0,565618
"3|1|B";"13|2|A";0,565787
"21|2|A";"41|2|A";0,566036
"38|1|A";"42|1|A";0,566046
"6|2|A";"43|1|B";0,566248
"29|2|B";"44|2|B";0,566625
"5|1|A";"16|2|A";0,56693
"33|2|A";"40|1|A";0,56695
"2|2|B";"24|1|B";0,567486
"24|1|B";"42|1|A";0,567574
"20|1|A";"44|1|A";0,567612
"30|1|B";"39|2|A";0,567636
"14|1|A";"16|1|B";0,568218
"32|1|B";"44|1|A";0,568374
"18|2|A";"33|2|A";0,568494
"24|1|B";"44|1|A";0,568634
"11|1|A";"35|1|A";0,568686
"25|2|B";"31|2|B";0,568836
"3|2|A";"15|1|A";0,569042
"21|1|B";"30|2|A";0,569061
"6|2|A";"43|2|A";0,569067
"15|1|A";"29|1|A";0,569122
"16|1|B";"16|2|A";0,5693
"20|2|B";"36|1|B";0,569305
"7|2|B";"31|1|A";0,569409
"19|2|A";"36|2|A";0,569852
"25|1|A";"30|2|A";0,569905
"3|2|A";"14|1|A";0,569936
"8|2|A";"22|2|B";0,570113
"6|2|A";"7|1|A";0,570114
"14|2|B";"30|2|A";0,570137
"24|2|A";"29|1|A";0,570627
"6|2|A";"33|2|A";0,570671
"8|1|B";"21|1|B";0,571116
"25|1|A";"42|2|B";0,571185
"4|2|B";"29|1|A";0,571464
"26|1|B";"35|1|A";0,571691
"14|1|A";"40|1|A";0,571695
"15|1|A";"30|1|B";0,571909
"1|2|A";"42|2|B";0,571962
"32|2|A";"42|2|B";0,572406
"5|1|A";"31|1|A";0,57246
"1|2|A";"8|1|B";0,572621
"11|2|B";"35|1|A";0,572706
"6|1|B";"30|1|B";0,572832
"18|1|B";"30|1|B";0,573117
"9|2|A";"22|1|A";0,573424
"9|2|A";"13|1|B";0,573443
"15|1|A";"29|2|B";0,573547
"26|1|B";"39|1|B";0,573584
"18|2|A";"42|1|A";0,573585
"39|1|B";"43|1|B";0,573651
"31|2|B";"36|2|A";0,573748
"18|1|B";"28|2|A";0,573915
"19|1|B";"19|2|A";0,574444
"26|2|A";"42|1|A";0,574472
"7|2|B";"15|2|B";0,574516
"18|1|B";"24|2|A";0,574549
"13|1|B";"15|1|A";0,574657
"10|2|B";"40|2|B";0,574778
"3|2|A";"39|2|A";0,574881
"7|2|B";"10|1|A";0,575086
"20|2|B";"26|1|B";0,57518
"13|2|A";"25|2|B";0,57561
"1|2|A";"38|2|B";0,576018
"10|2|B";"27|1|A";0,576278
"23|2|B";"32|2|A";0,576353
"1|1|B";"3|1|B";0,576411
"27|1|A";"27|2|B";0,576988
"15|2|B";"40|1|A";0,576997
"14|2|B";"32|1|B";0,577082
"6|1|B";"28|2|A";0,57721
"17|2|B";"25|1|A";0,577418
"6|1|B";"29|1|A";0,577727
"23|2|B";"44|1|A";0,577778
"4|2|B";"6|2|A";0,578171
"4|1|A";"29|1|A";0,578293
"7|2|B";"42|2|B";0,57839
"24|1|B";"26|1|B";0,57875
"17|1|A";"20|2|B";0,579215
"3|2|A";"5|1|A";0,579458
"9|2|A";"40|1|A";0,579501
"6|1|B";"36|2|A";0,579692
"25|1|A";"31|2|B";0,579869
"24|2|A";"30|2|A";0,580566
"11|1|A";"22|1|A";0,580576
"11|1|A";"38|1|A";0,580576
"35|2|B";"36|2|A";0,580635
"3|1|B";"22|1|A";0,580639
"30|2|A";"44|2|B";0,580887
"25|1|A";"38|1|A";0,580921
"28|2|A";"33|2|A";0,581063
"19|1|B";"30|1|B";0,581084
"2|2|B";"7|2|B";0,581746
"30|2|A";"41|1|B";0,581823
"3|1|B";"23|2|B";0,581824
"14|1|A";"16|2|A";0,581914
"13|2|A";"20|1|A";0,581932
"7|1|A";"8|1|B";0,582046
"2|2|B";"32|1|B";0,582056
"2|2|B";"43|1|B";0,582104
"10|2|B";"41|1|B";0,582154
"37|1|B";"39|2|A";0,582456
"17|2|B";"35|1|A";0,582519
"21|1|B";"36|2|A";0,582637
"26|2|A";"31|1|A";0,582694
"11|2|B";"24|1|B";0,582853
"14|2|B";"36|1|B";0,582895
"5|1|A";"36|1|B";0,583031
"38|1|A";"38|2|B";0,583132
"7|2|B";"33|2|A";0,583168
"13|2|A";"22|1|A";0,583316
"23|2|B";"29|1|A";0,583452
"28|1|B";"29|2|B";0,583586
"11|1|A";"34|1|A";0,583736
"1|1|B";"2|2|B";0,583923
"30|2|A";"31|2|B";0,58396
"2|2|B";"25|2|B";0,584401
"35|2|B";"44|2|B";0,584565
"3|1|B";"44|2|B";0,584694
"5|1|A";"30|2|A";0,584958
"10|1|A";"20|1|A";0,585081
"25|2|B";"39|1|B";0,585423
"25|1|A";"30|1|B";0,585787
"4|1|A";"8|1|B";0,585874
"15|2|B";"29|1|A";0,585885
"3|1|B";"5|1|A";0,585904
"8|2|A";"40|1|A";0,586546
"3|2|A";"22|1|A";0,587226
"3|1|B";"36|2|A";0,587433
"3|2|A";"16|1|B";0,587458
"21|2|A";"29|2|B";0,587673
"4|1|A";"7|1|A";0,587914
"6|2|A";"35|2|B";0,588154
"8|2|A";"29|1|A";0,588271
"15|2|B";"33|1|B";0,588428
"10|1|A";"25|2|B";0,588692
"14|1|A";"22|2|B";0,588726
"27|2|B";"36|2|A";0,588888
"11|1|A";"37|1|B";0,588889
"21|1|B";"37|1|B";0,588967
"20|1|A";"43|2|A";0,589086
"6|1|B";"37|2|A";0,589249
"13|2|A";"37|1|B";0,589421
"20|2|B";"42|1|A";0,590025
"8|1|B";"29|2|B";0,590049
"8|2|A";"15|2|B";0,590106
"6|2|A";"20|2|B";0,590294
"8|1|B";"31|2|B";0,590327
"7|1|A";"30|2|A";0,590398
"39|1|B";"40|1|A";0,590499
"30|2|A";"44|1|A";0,590518
"29|1|A";"40|1|A";0,590555
"36|2|A";"39|2|A";0,590645
"16|2|A";"31|2|B";0,590712
