"Profile 1";"Profile 2";"Score"
"13|1|B";"22|2|B";0,720398
"10|1|A";"31|2|B";0,720448
"4|2|B";"18|1|B";0,720578
"12|2|A";"26|2|A";0,721587
"6|2|A";"36|2|A";0,721661
"27|1|A";"44|1|A";0,721812
"10|2|B";"23|1|A";0,721851
"10|2|B";"32|1|B";0,721872
"2|1|A";"30|2|A";0,721968
"13|1|B";"16|2|A";0,721998
"32|1|B";"40|2|B";0,722089
"3|2|A";"28|1|B";0,72232
"29|1|A";"42|2|B";0,722463
"26|1|B";"30|1|B";0,722686
"8|1|B";"36|1|B";0,722704
"6|1|B";"11|1|A";0,722849
"27|2|B";"42|2|B";0,722989
"30|1|B";"37|1|B";0,723732
"8|2|A";"28|1|B";0,723937
"4|1|A";"16|2|A";0,723942
"15|2|B";"37|2|A";0,724052
"7|2|B";"19|1|B";0,724449
"7|1|A";"18|1|B";0,72479
"16|2|A";"32|1|B";0,724821
"8|2|A";"36|1|B";0,725146
"23|1|A";"27|2|B";0,725171
"1|2|A";"18|1|B";0,725232
"16|2|A";"18|1|B";0,725259
"4|2|B";"17|2|B";0,725298
"15|2|B";"24|2|A";0,726446
"16|2|A";"27|1|A";0,726653
"15|1|A";"18|2|A";0,726697
"28|1|B";"35|2|B";0,72676
"1|1|B";"14|1|A";0,726822
"26|2|A";"35|2|B";0,726988
"15|2|B";"39|1|B";0,727021
"19|2|A";"40|1|A";0,72711
"36|1|B";"39|1|B";0,727162
"9|1|B";"32|2|A";0,727178
"4|2|B";"9|2|A";0,72727
"38|1|A";"41|1|B";0,727323
"6|1|B";"27|2|B";0,727453
"8|2|A";"19|2|A";0,727579
"25|1|A";"41|1|B";0,728315
"15|2|B";"25|1|A";0,728386
"4|2|B";"26|1|B";0,728559
"15|1|A";"24|2|A";0,728923
"16|1|B";"19|2|A";0,728964
"10|1|A";"30|2|A";0,729145
"20|1|A";"23|1|A";0,729387
"22|2|B";"44|2|B";0,729492
"29|1|A";"33|1|B";0,729646
"8|2|A";"33|2|A";0,729817
"18|2|A";"35|2|B";0,729879
"3|2|A";"43|2|A";0,729986
"38|1|A";"39|1|B";0,730393
"7|1|A";"29|2|B";0,730709
"2|2|B";"25|1|A";0,730749
"42|2|B";"44|2|B";0,731012
"22|2|B";"38|2|B";0,731104
"1|2|A";"42|1|A";0,731347
"19|1|B";"44|1|A";0,7316
"29|1|A";"43|2|A";0,731739
"18|1|B";"38|1|A";0,731845
"6|2|A";"16|2|A";0,731993
"23|2|B";"30|1|B";0,732102
"2|2|B";"6|1|B";0,732157
"30|2|A";"36|1|B";0,732585
"12|2|A";"30|1|B";0,732711
"1|1|B";"42|2|B";0,732836
"16|1|B";"37|2|A";0,733467
"15|1|A";"36|2|A";0,733586
"39|2|A";"41|1|B";0,733594
"8|2|A";"39|2|A";0,733618
"4|1|A";"18|1|B";0,733625
"3|1|B";"14|1|A";0,733709
"28|1|B";"33|1|B";0,733734
"2|2|B";"31|2|B";0,733833
"13|1|B";"33|1|B";0,734827
"24|1|B";"38|2|B";0,735187
"18|1|B";"40|2|B";0,735602
"11|2|B";"32|1|B";0,735609
"9|1|B";"20|2|B";0,735643
"29|1|A";"31|2|B";0,735645
"2|2|B";"22|2|B";0,735744
"3|1|B";"31|1|A";0,73654
"28|2|A";"31|1|A";0,737166
"8|1|B";"15|1|A";0,737195
"18|2|A";"30|2|A";0,737254
"29|2|B";"34|1|A";0,737713
"25|2|B";"27|1|A";0,737782
"13|2|A";"29|2|B";0,738187
"2|1|A";"39|2|A";0,738366
"28|2|A";"36|1|B";0,738638
"37|2|A";"40|2|B";0,738953
"8|1|B";"42|1|A";0,73897
"5|1|A";"30|1|B";0,739053
"11|2|B";"38|1|A";0,739093
"10|2|B";"20|2|B";0,73926
"24|2|A";"27|2|B";0,739305
"14|2|B";"29|2|B";0,739307
"2|1|A";"21|1|B";0,739464
"18|2|A";"31|1|A";0,739521
"4|1|A";"30|1|B";0,739524
"15|2|B";"34|1|A";0,739547
"27|2|B";"31|1|A";0,739655
"20|2|B";"27|1|A";0,740027
"12|2|A";"13|1|B";0,740068
"19|2|A";"40|2|B";0,740139
"3|2|A";"6|2|A";0,740407
"3|2|A";"17|1|A";0,740763
"10|1|A";"42|1|A";0,740879
"18|2|A";"36|1|B";0,740902
"30|2|A";"42|1|A";0,741173
"10|1|A";"27|2|B";0,74131
"18|1|B";"32|2|A";0,741328
"1|2|A";"28|1|B";0,741505
"9|2|A";"29|1|A";0,741712
"3|2|A";"27|1|A";0,741742
"14|1|A";"30|2|A";0,741951
"2|2|B";"17|1|A";0,742154
"7|1|A";"32|2|A";0,742372
"8|1|B";"14|1|A";0,742395
"19|2|A";"33|1|B";0,742624
"28|2|A";"35|2|B";0,743141
"2|2|B";"16|1|B";0,743434
"12|2|A";"38|2|B";0,743527
"39|1|B";"41|1|B";0,743638
"29|1|A";"37|1|B";0,743794
"3|1|B";"28|2|A";0,743812
"21|2|A";"24|1|B";0,743983
"16|2|A";"33|1|B";0,744158
"18|1|B";"26|1|B";0,744234
"13|1|B";"37|1|B";0,744578
"1|2|A";"4|1|A";0,744668
"5|1|A";"9|1|B";0,744674
"19|2|A";"39|2|A";0,744835
"6|1|B";"8|2|A";0,744976
"7|1|A";"17|2|B";0,745037
"18|1|B";"21|1|B";0,745268
"12|1|B";"44|1|A";0,745277
"15|2|B";"44|2|B";0,745358
"19|2|A";"30|2|A";0,745886
"10|2|B";"12|2|A";0,745967
"1|1|B";"20|1|A";0,746102
"7|2|B";"11|2|B";0,74613
"32|2|A";"36|2|A";0,746143
"3|2|A";"39|1|B";0,746424
"5|1|A";"8|2|A";0,746448
"20|1|A";"28|2|A";0,746512
"32|1|B";"39|1|B";0,746612
"3|1|B";"27|1|A";0,746662
"34|1|A";"41|1|B";0,747368
"2|2|B";"15|1|A";0,747469
"30|2|A";"33|1|B";0,747527
"12|2|A";"15|1|A";0,747561
"15|2|B";"36|2|A";0,747734
"8|1|B";"35|2|B";0,747905
"41|1|B";"43|1|B";0,748221
"9|2|A";"30|2|A";0,748254
"24|1|B";"41|1|B";0,748613
"38|2|B";"41|2|A";0,748885
"7|1|A";"38|2|B";0,748983
"23|1|A";"40|2|B";0,749193
"3|1|B";"43|2|A";0,749599
"3|1|B";"37|1|B";0,749652
"10|2|B";"42|2|B";0,749801
"6|1|B";"19|2|A";0,749863
"16|2|A";"39|1|B";0,750024
"1|2|A";"39|1|B";0,750149
"8|2|A";"43|2|A";0,750192
"8|1|B";"9|2|A";0,750795
"8|2|A";"14|2|B";0,750859
"11|2|B";"40|2|B";0,751049
"8|2|A";"24|2|A";0,751442
"5|1|A";"15|1|A";0,75188
"10|1|A";"22|2|B";0,752714
"26|1|B";"36|2|A";0,752745
"16|1|B";"27|2|B";0,752774
"30|2|A";"35|2|B";0,752896
"24|1|B";"28|2|A";0,752911
"20|2|B";"23|1|A";0,753049
"15|2|B";"44|1|A";0,753437
"5|1|A";"27|2|B";0,753728
"11|2|B";"13|2|A";0,753898
"13|2|A";"36|2|A";0,754211
"18|1|B";"41|1|B";0,754216
"2|2|B";"30|2|A";0,754351
"2|1|A";"15|1|A";0,75454
"22|1|A";"41|1|B";0,75465
"2|1|A";"15|2|B";0,754746
"11|1|A";"25|2|B";0,754764
"21|2|A";"40|1|A";0,75498
"23|1|A";"35|1|A";0,755567
"23|2|B";"44|2|B";0,755702
"2|2|B";"3|1|B";0,755736
"26|1|B";"40|2|B";0,755789
"9|1|B";"30|1|B";0,756067
"2|1|A";"8|1|B";0,756442
"7|1|A";"9|2|A";0,756477
"21|1|B";"30|1|B";0,756551
"27|2|B";"36|1|B";0,75657
"10|1|A";"16|1|B";0,757211
"4|1|A";"8|2|A";0,757308
"37|1|B";"42|2|B";0,757442
"27|2|B";"33|2|A";0,757456
"10|2|B";"25|2|B";0,757775
"4|2|B";"38|2|B";0,757899
"16|2|A";"43|2|A";0,757948
"8|1|B";"17|2|B";0,758169
"21|2|A";"29|1|A";0,758232
"7|2|B";"18|1|B";0,758382
"16|2|A";"28|1|B";0,758413
"23|1|A";"40|1|A";0,758434
"5|1|A";"15|2|B";0,758587
"10|2|B";"22|2|B";0,758608
"22|2|B";"41|1|B";0,758864
"27|2|B";"34|1|A";0,758909
"8|2|A";"25|1|A";0,758962
"30|1|B";"44|2|B";0,759004
"8|2|A";"12|1|B";0,759136
"24|2|A";"44|1|A";0,759335
"7|2|B";"26|1|B";0,759629
"40|1|A";"41|1|B";0,759693
"19|2|A";"30|1|B";0,759742
"18|2|A";"37|2|A";0,759902
"10|2|B";"15|1|A";0,760121
"6|2|A";"41|1|B";0,760124
"8|2|A";"41|2|A";0,760316
"5|1|A";"44|1|A";0,76047
"19|2|A";"38|1|A";0,761119
"10|1|A";"11|1|A";0,76127
"10|2|B";"36|2|A";0,762041
"28|2|A";"37|2|A";0,762148
"24|2|A";"41|1|B";0,762156
"3|1|B";"36|1|B";0,762488
"20|1|A";"37|2|A";0,762746
"8|2|A";"35|2|B";0,762995
"14|1|A";"27|2|B";0,763074
"2|1|A";"4|1|A";0,763224
"15|2|B";"38|1|A";0,763667
"14|1|A";"29|2|B";0,763707
"26|1|B";"38|1|A";0,763962
"12|2|A";"15|2|B";0,763979
"23|1|A";"41|1|B";0,7641
"1|2|A";"17|2|B";0,764285
"9|1|B";"11|2|B";0,764359
"4|2|B";"29|2|B";0,764388
"3|2|A";"11|2|B";0,764678
"3|2|A";"33|1|B";0,765008
"17|2|B";"30|2|A";0,765215
"27|2|B";"39|2|A";0,765315
"8|1|B";"11|1|A";0,765332
"21|2|A";"35|1|A";0,765395
"1|1|B";"36|1|B";0,765586
"2|1|A";"22|1|A";0,765702
"7|2|B";"15|1|A";0,765894
"16|1|B";"23|1|A";0,766148
"4|2|B";"32|2|A";0,766433
"3|2|A";"9|2|A";0,766513
"11|1|A";"30|2|A";0,766681
"11|1|A";"17|1|A";0,766972
"34|1|A";"37|2|A";0,767137
"29|1|A";"42|1|A";0,767234
"13|2|A";"15|2|B";0,767247
"13|1|B";"22|1|A";0,767476
"18|1|B";"42|2|B";0,767487
"3|2|A";"26|1|B";0,767616
"23|2|B";"38|2|B";0,767652
"16|2|A";"19|1|B";0,767657
"29|2|B";"41|2|A";0,767851
"22|1|A";"29|2|B";0,76806
"23|1|A";"39|2|A";0,768082
"21|1|B";"21|2|A";0,768327
"2|2|B";"21|1|B";0,768979
"18|2|A";"19|2|A";0,769066
"33|1|B";"44|1|A";0,769078
"17|2|B";"38|1|A";0,769131
"3|2|A";"42|1|A";0,769344
"28|2|A";"35|1|A";0,769361
"1|1|B";"31|2|B";0,769683
"33|1|B";"40|2|B";0,769852
"1|1|B";"31|1|A";0,76991
"21|2|A";"23|2|B";0,77025
"27|2|B";"28|1|B";0,770315
"23|1|A";"24|1|B";0,770416
"30|1|B";"31|2|B";0,770612
"13|1|B";"36|2|A";0,770745
"23|1|A";"44|1|A";0,771057
"2|2|B";"15|2|B";0,771186
"27|2|B";"43|2|A";0,77139
"9|1|B";"25|2|B";0,771577
"10|1|A";"39|2|A";0,771578
"41|1|B";"44|2|B";0,771814
"8|1|B";"10|1|A";0,771954
"9|1|B";"26|1|B";0,771984
"15|1|A";"20|2|B";0,771987
"23|2|B";"37|1|B";0,772077
"15|2|B";"31|2|B";0,772347
"39|2|A";"44|1|A";0,77267
"35|1|A";"38|2|B";0,772767
"9|1|B";"22|1|A";0,772832
"34|1|A";"44|1|A";0,773517
"13|1|B";"38|2|B";0,773678
"7|1|A";"26|2|A";0,773906
"6|2|A";"14|1|A";0,774035
"11|2|B";"16|2|A";0,774036
"10|1|A";"38|2|B";0,774065
"15|2|B";"17|1|A";0,774067
"13|2|A";"41|1|B";0,774108
"30|1|B";"36|2|A";0,774138
"17|1|A";"29|2|B";0,774193
"19|1|B";"40|2|B";0,774415
"23|2|B";"29|2|B";0,774985
"11|2|B";"30|1|B";0,775396
"20|2|B";"33|1|B";0,776207
"1|1|B";"35|2|B";0,776582
"9|1|B";"21|1|B";0,776656
"17|1|A";"35|2|B";0,776678
"29|1|A";"35|2|B";0,777003
"21|2|A";"36|2|A";0,77713
"9|2|A";"38|1|A";0,777805
"11|1|A";"44|2|B";0,777913
"21|2|A";"44|2|B";0,778591
"19|2|A";"35|1|A";0,778763
"6|1|B";"23|1|A";0,778937
"13|1|B";"23|2|B";0,779314
"7|2|B";"19|2|A";0,779601
"23|1|A";"30|1|B";0,779739
"12|2|A";"19|2|A";0,779899
"42|1|A";"44|2|B";0,780035
"2|2|B";"39|2|A";0,780103
"9|2|A";"33|2|A";0,780165
"7|1|A";"30|1|B";0,780464
"28|1|B";"44|1|A";0,780558
"8|2|A";"23|1|A";0,780583
"11|1|A";"39|1|B";0,780674
"6|1|B";"41|1|B";0,780818
"9|1|B";"43|1|B";0,781234
"1|2|A";"9|2|A";0,781339
"9|1|B";"30|2|A";0,781357
"16|1|B";"21|2|A";0,781739
"24|2|A";"37|2|A";0,781874
"19|2|A";"44|2|B";0,781971
"16|2|A";"26|1|B";0,782221
"1|2|A";"11|2|B";0,782981
"1|2|A";"11|1|A";0,783295
"29|1|A";"37|2|A";0,783309
"22|1|A";"44|1|A";0,783584
"3|2|A";"11|1|A";0,783649
"15|2|B";"43|1|B";0,783669
"3|1|B";"35|2|B";0,783758
"18|1|B";"36|2|A";0,784161
"20|1|A";"33|1|B";0,784341
"16|2|A";"17|2|B";0,784462
"7|1|A";"21|2|A";0,784987
"12|2|A";"21|2|A";0,785214
"8|1|B";"23|1|A";0,785446
"6|2|A";"29|2|B";0,785787
"6|2|A";"40|2|B";0,786165
"9|2|A";"15|2|B";0,786201
"26|1|B";"32|1|B";0,786246
"15|1|A";"28|2|A";0,78729
"17|2|B";"43|2|A";0,787421
"29|1|A";"44|2|B";0,787614
"5|1|A";"10|1|A";0,78785
"28|1|B";"32|1|B";0,788138
"8|2|A";"26|1|B";0,788173
"4|1|A";"9|1|B";0,788217
"17|2|B";"33|2|A";0,788423
"13|1|B";"44|2|B";0,788767
"15|2|B";"23|2|B";0,788789
"9|2|A";"43|2|A";0,788835
"11|2|B";"18|1|B";0,78889
"2|2|B";"22|1|A";0,789169
"1|1|B";"14|2|B";0,789336
"10|1|A";"22|1|A";0,789463
"30|1|B";"41|2|A";0,789556
"1|1|B";"12|1|B";0,789814
"1|1|B";"22|1|A";0,789836
"27|1|A";"38|1|A";0,789899
"21|2|A";"31|2|B";0,789902
"13|1|B";"19|1|B";0,78992
"24|2|A";"29|2|B";0,789923
"22|2|B";"27|1|A";0,790211
"20|1|A";"27|1|A";0,790301
"7|2|B";"33|1|B";0,790325
"19|2|A";"34|1|A";0,79041
"4|2|B";"26|2|A";0,790655
"36|2|A";"39|1|B";0,791015
"28|1|B";"36|2|A";0,791386
"9|2|A";"16|2|A";0,791393
"15|1|A";"38|1|A";0,791641
"14|1|A";"17|1|A";0,791678
"8|2|A";"32|1|B";0,791701
"10|2|B";"11|1|A";0,791831
"27|1|A";"43|1|B";0,79187
"12|1|B";"27|2|B";0,792093
"19|2|A";"44|1|A";0,792102
"12|2|A";"37|2|A";0,792147
"7|2|B";"37|2|A";0,792205
"1|2|A";"37|2|A";0,792233
"29|2|B";"39|1|B";0,792325
"25|2|B";"28|2|A";0,79237
"29|1|A";"38|2|B";0,792406
"9|1|B";"31|2|B";0,792469
"31|1|A";"38|2|B";0,792533
"10|1|A";"33|2|A";0,792742
"10|2|B";"42|1|A";0,793053
"18|2|A";"41|1|B";0,793174
"13|2|A";"33|2|A";0,793183
"1|2|A";"18|2|A";0,793385
"28|2|A";"40|1|A";0,793556
"1|1|B";"29|1|A";0,793808
"19|1|B";"25|2|B";0,794104
"27|2|B";"35|2|B";0,794154
"16|2|A";"42|1|A";0,794178
"2|2|B";"4|1|A";0,79423
"2|1|A";"23|1|A";0,794519
"2|1|A";"24|2|A";0,794602
"6|2|A";"7|2|B";0,794698
"33|1|B";"39|2|A";0,794746
"4|1|A";"27|2|B";0,79484
"14|2|B";"41|1|B";0,795656
"16|1|B";"33|1|B";0,795659
"10|1|A";"21|1|B";0,79596
"20|2|B";"28|2|A";0,796565
"7|1|A";"13|1|B";0,79659
"8|2|A";"42|1|A";0,797047
"16|2|A";"37|2|A";0,797348
"8|1|B";"37|1|B";0,797462
"7|1|A";"15|2|B";0,797507
"36|1|B";"38|2|B";0,797576
"2|2|B";"8|1|B";0,797706
"8|1|B";"32|1|B";0,798094
"10|2|B";"23|2|B";0,798126
"8|1|B";"28|2|A";0,798305
"18|2|A";"32|1|B";0,79851
"15|2|B";"17|2|B";0,798802
"3|1|B";"42|1|A";0,798825
"18|2|A";"38|1|A";0,79905
"24|1|B";"37|1|B";0,799623
"5|1|A";"13|1|B";0,799658
"15|2|B";"21|1|B";0,79979
"21|2|A";"24|2|A";0,799972
"13|1|B";"26|2|A";0,800001
"32|2|A";"40|2|B";0,800187
"1|1|B";"21|1|B";0,800239
"29|2|B";"37|2|A";0,800611
"13|1|B";"21|2|A";0,800685
"14|1|A";"38|2|B";0,800837
"17|1|A";"31|1|A";0,800881
"29|1|A";"32|1|B";0,800938
"15|2|B";"22|2|B";0,80094
"7|1|A";"19|2|A";0,801875
"28|2|A";"43|1|B";0,802526
"2|1|A";"21|2|A";0,802714
"22|1|A";"33|1|B";0,802803
"19|2|A";"27|1|A";0,803339
"21|2|A";"34|1|A";0,803674
"9|1|B";"25|1|A";0,804241
"4|1|A";"44|1|A";0,804435
"4|1|A";"19|2|A";0,804815
"3|2|A";"32|2|A";0,804923
"4|1|A";"15|2|B";0,805073
"14|1|A";"39|1|B";0,805365
"23|1|A";"25|2|B";0,805578
"1|1|B";"32|1|B";0,805967
"3|1|B";"10|2|B";0,806163
"1|2|A";"26|1|B";0,806201
"4|2|B";"30|1|B";0,806206
"6|2|A";"33|1|B";0,806425
"5|1|A";"29|2|B";0,806636
"17|1|A";"36|1|B";0,80676
"30|2|A";"32|1|B";0,806832
"4|2|B";"15|2|B";0,806885
"2|1|A";"34|1|A";0,807643
"31|2|B";"44|2|B";0,807933
"35|1|A";"37|1|B";0,808056
"10|2|B";"20|1|A";0,808058
"36|2|A";"41|1|B";0,80824
"12|2|A";"28|2|A";0,808287
"15|2|B";"26|2|A";0,808537
"1|2|A";"23|1|A";0,808691
"21|2|A";"28|1|B";0,809205
"31|2|B";"38|2|B";0,809364
"10|2|B";"35|1|A";0,809568
"13|2|A";"14|1|A";0,809623
"8|2|A";"11|1|A";0,809652
"7|2|B";"32|2|A";0,809982
"26|2|A";"40|2|B";0,810203
"8|2|A";"11|2|B";0,810287
"2|1|A";"11|2|B";0,810612
"3|2|A";"17|2|B";0,810726
"25|1|A";"27|2|B";0,810811
"15|2|B";"26|1|B";0,8109
"21|2|A";"39|2|A";0,81163
"6|1|B";"21|2|A";0,811722
"32|2|A";"38|1|A";0,811767
"29|1|A";"36|1|B";0,811879
"37|1|B";"37|2|A";0,811994
"19|2|A";"20|2|B";0,812073
"11|1|A";"16|2|A";0,812222
"9|1|B";"24|1|B";0,812454
"27|2|B";"42|1|A";0,813092
"4|2|B";"21|2|A";0,813179
"13|1|B";"26|1|B";0,813341
"22|1|A";"37|2|A";0,813663
"35|1|A";"41|1|B";0,813849
"23|1|A";"44|2|B";0,81398
"20|2|B";"37|1|B";0,814089
"10|2|B";"40|1|A";0,814673
"26|2|A";"36|2|A";0,814785
"8|1|B";"19|2|A";0,815198
"10|2|B";"31|2|B";0,816307
"22|2|B";"33|1|B";0,816811
"11|1|A";"27|2|B";0,81713
"19|2|A";"22|1|A";0,817242
"36|1|B";"37|1|B";0,817831
"3|2|A";"26|2|A";0,818205
"9|2|A";"29|2|B";0,818655
"1|1|B";"43|2|A";0,818848
"15|1|A";"43|1|B";0,818987
"7|2|B";"26|2|A";0,819006
"6|2|A";"19|2|A";0,81909
"1|1|B";"42|1|A";0,819109
"10|1|A";"19|2|A";0,819337
"16|2|A";"32|2|A";0,819366
"10|2|B";"19|2|A";0,819652
"22|1|A";"38|2|B";0,819824
"3|2|A";"19|1|B";0,819838
"1|2|A";"33|1|B";0,819874
"32|1|B";"32|2|A";0,819976
"33|1|B";"38|1|A";0,820087
"18|1|B";"33|2|A";0,82012
"4|1|A";"21|2|A";0,820427
"5|1|A";"21|2|A";0,82044
"14|2|B";"21|2|A";0,820621
"10|1|A";"43|2|A";0,820878
"11|2|B";"27|2|B";0,820927
"4|1|A";"13|1|B";0,821057
"7|1|A";"15|1|A";0,821251
"9|2|A";"41|1|B";0,82162
"26|2|A";"41|1|B";0,821968
"19|1|B";"20|1|A";0,822006
"13|2|A";"43|2|A";0,82258
"3|1|B";"11|1|A";0,822707
"1|2|A";"32|2|A";0,822826
"24|1|B";"27|1|A";0,822838
"19|1|B";"20|2|B";0,823063
"33|1|B";"43|1|B";0,823074
"37|1|B";"40|1|A";0,823094
"19|2|A";"24|2|A";0,823226
"30|2|A";"37|1|B";0,823451
"1|1|B";"6|1|B";0,823645
"14|2|B";"19|2|A";0,823713
"2|2|B";"24|2|A";0,823753
"7|1|A";"28|2|A";0,823758
"15|1|A";"23|2|B";0,82378
"26|2|A";"38|1|A";0,823855
"6|2|A";"8|2|A";0,824096
"33|1|B";"34|1|A";0,824275
"17|2|B";"36|2|A";0,824295
"26|1|B";"41|1|B";0,824507
"12|1|B";"38|1|A";0,824532
"28|2|A";"30|2|A";0,824837
"15|2|B";"18|2|A";0,82495
"4|2|B";"13|1|B";0,825257
"17|1|A";"40|2|B";0,825626
"25|1|A";"44|1|A";0,825749
"4|1|A";"14|1|A";0,825854
"35|2|B";"38|2|B";0,826171
"23|2|B";"41|1|B";0,826352
"15|1|A";"37|1|B";0,82678
"30|1|B";"42|2|B";0,826876
"21|1|B";"38|2|B";0,827027
"23|1|A";"29|1|A";0,827063
"29|1|A";"31|1|A";0,827254
"13|2|A";"40|2|B";0,827598
"2|2|B";"21|2|A";0,827636
"15|2|B";"32|2|A";0,827794
"9|1|B";"35|1|A";0,827908
"17|2|B";"35|2|B";0,827968
"23|1|A";"38|1|A";0,82808
"3|1|B";"32|1|B";0,828155
"22|1|A";"27|1|A";0,828531
"21|1|B";"29|2|B";0,828784
"25|2|B";"37|1|B";0,829725
"32|1|B";"38|2|B";0,829757
"12|2|A";"41|1|B";0,82976
"24|2|A";"33|1|B";0,829938
"26|1|B";"27|2|B";0,82997
"27|1|A";"40|1|A";0,829994
"14|1|A";"28|1|B";0,830055
"1|2|A";"26|2|A";0,830113
"1|1|B";"28|1|B";0,83026
"9|1|B";"42|2|B";0,83067
"27|2|B";"32|1|B";0,830715
"1|1|B";"13|1|B";0,830975
"1|2|A";"27|1|A";0,831062
"18|1|B";"23|1|A";0,831111
"23|1|A";"28|1|B";0,831278
"19|2|A";"43|1|B";0,831653
"8|1|B";"9|1|B";0,831731
"20|1|A";"37|1|B";0,832015
"13|1|B";"32|2|A";0,832615
"17|2|B";"29|2|B";0,833148
"12|1|B";"23|1|A";0,833306
"23|1|A";"31|2|B";0,833546
"18|2|A";"29|2|B";0,833611
"9|1|B";"23|2|B";0,834001
"13|1|B";"21|1|B";0,834116
"4|1|A";"41|1|B";0,834261
"33|2|A";"44|2|B";0,834638
"17|1|A";"41|1|B";0,834749
"17|2|B";"31|1|A";0,835333
"9|2|A";"42|1|A";0,835373
"2|2|B";"34|1|A";0,835621
"5|1|A";"37|2|A";0,835801
"8|2|A";"32|2|A";0,835826
"39|1|B";"40|2|B";0,835904
"10|2|B";"24|1|B";0,836385
"1|1|B";"33|2|A";0,836802
"14|2|B";"44|2|B";0,836954
"17|2|B";"42|1|A";0,837044
"16|2|A";"26|2|A";0,837316
"14|2|B";"38|2|B";0,837436
"16|1|B";"38|2|B";0,837765
"21|1|B";"41|1|B";0,837977
"9|2|A";"31|1|A";0,838142
"9|2|A";"36|2|A";0,838161
"9|2|A";"35|2|B";0,838389
"24|1|B";"33|1|B";0,838574
"38|2|B";"42|2|B";0,839032
"23|1|A";"34|1|A";0,839057
"6|1|B";"33|1|B";0,839539
"4|1|A";"29|2|B";0,839829
"14|1|A";"19|2|A";0,839993
"15|1|A";"27|1|A";0,840502
"21|1|B";"44|2|B";0,840559
"7|2|B";"17|1|A";0,841519
"19|1|B";"38|1|A";0,841525
"14|1|A";"18|1|B";0,841817
"7|2|B";"13|2|A";0,841926
"11|2|B";"44|1|A";0,841992
"4|2|B";"15|1|A";0,84206
"17|1|A";"32|1|B";0,842134
"17|2|B";"41|1|B";0,842252
"37|2|A";"41|1|B";0,842285
"13|1|B";"19|2|A";0,842597
"9|2|A";"36|1|B";0,842714
"7|1|A";"41|1|B";0,842892
"29|2|B";"31|2|B";0,843076
"7|2|B";"39|1|B";0,843204
"13|2|A";"35|2|B";0,843584
"16|2|A";"18|2|A";0,843938
"10|1|A";"18|1|B";0,843951
"25|1|A";"33|1|B";0,844017
"28|2|A";"41|1|B";0,844068
"8|2|A";"26|2|A";0,844358
"10|2|B";"21|1|B";0,844426
"2|2|B";"11|2|B";0,84461
"1|1|B";"11|1|A";0,845582
"14|2|B";"23|1|A";0,845753
"30|1|B";"33|2|A";0,84617
"10|1|A";"15|2|B";0,846232
"23|1|A";"24|2|A";0,846554
"21|2|A";"31|1|A";0,846625
"13|1|B";"31|2|B";0,8469
"15|1|A";"44|1|A";0,846911
"26|2|A";"32|1|B";0,847018
"19|1|B";"28|1|B";0,847765
"17|2|B";"36|1|B";0,848464
"13|2|A";"19|2|A";0,848654
"1|1|B";"16|1|B";0,849049
"32|2|A";"41|1|B";0,849057
"43|2|A";"44|2|B";0,849342
"10|1|A";"13|2|A";0,849425
"13|2|A";"31|1|A";0,84946
"27|1|A";"35|1|A";0,849484
"37|2|A";"43|1|B";0,850121
"19|2|A";"23|2|B";0,850215
"2|1|A";"13|2|A";0,850287
"26|1|B";"29|2|B";0,850308
"23|1|A";"43|1|B";0,850357
"4|2|B";"28|2|A";0,85037
"18|1|B";"43|2|A";0,850425
"19|2|A";"32|2|A";0,850565
"21|2|A";"26|1|B";0,850779
"8|1|B";"41|2|A";0,85081
"15|1|A";"44|2|B";0,851211
"18|1|B";"44|1|A";0,851689
"3|2|A";"18|2|A";0,852053
"17|2|B";"32|1|B";0,852196
"12|1|B";"44|2|B";0,852477
"11|1|A";"29|1|A";0,852998
"19|1|B";"22|1|A";0,853042
"28|2|A";"36|2|A";0,853066
"9|1|B";"29|2|B";0,853209
"2|2|B";"41|1|B";0,853669
"9|1|B";"15|1|A";0,853702
"1|1|B";"5|1|A";0,854351
"13|2|A";"32|1|B";0,854617
"11|2|B";"21|2|A";0,854874
"4|2|B";"19|2|A";0,855471
"23|2|B";"37|2|A";0,855571
"10|2|B";"22|1|A";0,856043
"22|1|A";"23|1|A";0,856047
"21|2|A";"42|2|B";0,856446
"5|1|A";"41|1|B";0,856784
"10|2|B";"33|2|A";0,857221
"19|1|B";"44|2|B";0,857224
"10|1|A";"24|2|A";0,85746
"9|1|B";"40|1|A";0,857779
"37|2|A";"38|1|A";0,857846
"37|1|B";"43|1|B";0,857942
"13|2|A";"36|1|B";0,858437
"10|2|B";"43|2|A";0,859039
"26|1|B";"44|1|A";0,859838
"9|2|A";"32|1|B";0,859894
"19|1|B";"29|1|A";0,860048
"16|1|B";"19|1|B";0,86017
"6|2|A";"27|2|B";0,860645
"7|1|A";"23|1|A";0,860687
"9|2|A";"14|1|A";0,86159
"27|2|B";"32|2|A";0,862043
"10|1|A";"34|1|A";0,862124
"15|1|A";"22|2|B";0,862628
"22|2|B";"23|1|A";0,862826
"10|1|A";"13|1|B";0,863445
"15|2|B";"42|2|B";0,863582
"15|1|A";"21|1|B";0,863612
"38|2|B";"43|2|A";0,863892
"4|2|B";"41|1|B";0,864019
"2|1|A";"18|2|A";0,864059
